"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geburtsort und Staatsangehörigkeit"

"Jahr;""Kanton (-) / Bezirk (>>) / Gemeinde (......)"";""Bevölkerungstyp"";Ständige und nichtständige Wohnbevölkerung"
"2013;"">> Bezirk Thierstein"";""Nichtständige Wohnbevölkerung"";77"
"2013;"">> Kanton Basel-Stadt"";""Ständige Wohnbevölkerung"";189335"
"2013;"">> Kanton Basel-Stadt"";""Nichtständige Wohnbevölkerung"";3411"
"2013;"">> Bezirk Arlesheim"";""Ständige Wohnbevölkerung"";151376"
"2013;"">> Bezirk Arlesheim"";""Nichtständige Wohnbevölkerung"";687"
"2013;"">> Bezirk Laufen"";""Ständige Wohnbevölkerung"";19220"
"2013;"">> Bezirk Laufen"";""Nichtständige Wohnbevölkerung"";115"
"2013;"">> Bezirk Liestal"";""Ständige Wohnbevölkerung"";58061"
"2013;"">> Bezirk Liestal"";""Nichtständige Wohnbevölkerung"";289"
"2013;"">> Bezirk Sissach"";""Ständige Wohnbevölkerung"";34353"
"2013;"">> Bezirk Sissach"";""Nichtständige Wohnbevölkerung"";188"
"2013;"">> Bezirk Waldenburg"";""Ständige Wohnbevölkerung"";15646"
"2013;"">> Bezirk Waldenburg"";""Nichtständige Wohnbevölkerung"";108"
"2013;"">> Bezirk Oberklettgau"";""Ständige Wohnbevölkerung"";4185"
"2013;"">> Bezirk Oberklettgau"";""Nichtständige Wohnbevölkerung"";14"
"2013;"">> Bezirk Reiat"";""Ständige Wohnbevölkerung"";8475"
"2013;"">> Bezirk Reiat"";""Nichtständige Wohnbevölkerung"";63"
"2013;"">> Bezirk Schaffhausen"";""Ständige Wohnbevölkerung"";52812"
"2013;"">> Bezirk Schaffhausen"";""Nichtständige Wohnbevölkerung"";498"
"2013;"">> Bezirk Schleitheim"";""Ständige Wohnbevölkerung"";3036"
"2013;"">> Bezirk Schleitheim"";""Nichtständige Wohnbevölkerung"";27"
"2013;"">> Bezirk Stein"";""Ständige Wohnbevölkerung"";5463"
"2013;"">> Bezirk Stein"";""Nichtständige Wohnbevölkerung"";115"
"2013;"">> Bezirk Unterklettgau"";""Ständige Wohnbevölkerung"";4812"
"2013;"">> Bezirk Unterklettgau"";""Nichtständige Wohnbevölkerung"";19"
"2013;"">> Bezirk Hinterland"";""Ständige Wohnbevölkerung"";23729"
"2013;"">> Bezirk Hinterland"";""Nichtständige Wohnbevölkerung"";101"
"2013;"">> Bezirk Mittelland"";""Ständige Wohnbevölkerung"";16654"
"2013;"">> Bezirk Mittelland"";""Nichtständige Wohnbevölkerung"";46"
"2013;"">> Bezirk Vorderland"";""Ständige Wohnbevölkerung"";13308"
"2013;"">> Bezirk Vorderland"";""Nichtständige Wohnbevölkerung"";72"
"2013;"">> Kanton Appenzell Innerrhoden"";""Ständige Wohnbevölkerung"";15778"
"2013;"">> Kanton Appenzell Innerrhoden"";""Nichtständige Wohnbevölkerung"";66"
"2013;"">> Wahlkreis St. Gallen"";""Ständige Wohnbevölkerung"";120330"
"2013;"">> Wahlkreis St. Gallen"";""Nichtständige Wohnbevölkerung"";861"
"2013;"">> Wahlkreis Rorschach"";""Ständige Wohnbevölkerung"";41910"
"2013;"">> Wahlkreis Rorschach"";""Nichtständige Wohnbevölkerung"";271"
"2013;"">> Wahlkreis Rheintal"";""Ständige Wohnbevölkerung"";69612"
"2013;"">> Wahlkreis Rheintal"";""Nichtständige Wohnbevölkerung"";604"
"2013;"">> Wahlkreis Werdenberg"";""Ständige Wohnbevölkerung"";37072"
"2013;"">> Wahlkreis Werdenberg"";""Nichtständige Wohnbevölkerung"";288"
"2013;"">> Wahlkreis Sarganserland"";""Ständige Wohnbevölkerung"";39507"
"2013;"">> Wahlkreis Sarganserland"";""Nichtständige Wohnbevölkerung"";384"
"2013;"">> Wahlkreis See-Gaster"";""Ständige Wohnbevölkerung"";64488"
"2013;"">> Wahlkreis See-Gaster"";""Nichtständige Wohnbevölkerung"";306"
"2013;"">> Wahlkreis Toggenburg"";""Ständige Wohnbevölkerung"";45261"
"2013;"">> Wahlkreis Toggenburg"";""Nichtständige Wohnbevölkerung"";326"
"2013;"">> Wahlkreis Wil"";""Ständige Wohnbevölkerung"";73519"
"2013;"">> Wahlkreis Wil"";""Nichtständige Wohnbevölkerung"";461"
"2013;"">> Bezirk Albula"";""Ständige Wohnbevölkerung"";8178"
"2013;"">> Bezirk Albula"";""Nichtständige Wohnbevölkerung"";629"
"2013;"">> Distretto di Bernina"";""Ständige Wohnbevölkerung"";4637"
"2013;"">> Distretto di Bernina"";""Nichtständige Wohnbevölkerung"";39"
"2013;"">> Bezirk Hinterrhein"";""Ständige Wohnbevölkerung"";13113"
"2013;"">> Bezirk Hinterrhein"";""Nichtständige Wohnbevölkerung"";192"
"2013;"">> Bezirk Imboden"";""Ständige Wohnbevölkerung"";19500"
"2013;"">> Bezirk Imboden"";""Nichtständige Wohnbevölkerung"";334"
"2013;"">> Bezirk Inn"";""Ständige Wohnbevölkerung"";9536"
"2013;"">> Bezirk Inn"";""Nichtständige Wohnbevölkerung"";801"
"2013;"">> Bezirk Landquart"";""Ständige Wohnbevölkerung"";24772"
"2013;"">> Bezirk Landquart"";""Nichtständige Wohnbevölkerung"";138"
"2013;"">> Bezirk Maloja / Distretto di Maloggia"";""Ständige Wohnbevölkerung"";18717"
"2013;"">> Bezirk Maloja / Distretto di Maloggia"";""Nichtständige Wohnbevölkerung"";2646"
"2013;"">> Distretto di Moesa"";""Ständige Wohnbevölkerung"";8301"
"2013;"">> Distretto di Moesa"";""Nichtständige Wohnbevölkerung"";86"
"2013;"">> Bezirk Plessur"";""Ständige Wohnbevölkerung"";40509"
"2013;"">> Bezirk Plessur"";""Nichtständige Wohnbevölkerung"";1490"
"2013;"">> Bezirk Prättigau-Davos"";""Ständige Wohnbevölkerung"";26349"
"2013;"">> Bezirk Prättigau-Davos"";""Nichtständige Wohnbevölkerung"";1477"
"2013;"">> Bezirk Surselva"";""Ständige Wohnbevölkerung"";21347"
"2013;"">> Bezirk Surselva"";""Nichtständige Wohnbevölkerung"";794"
"2013;"">> Bezirk Aarau"";""Ständige Wohnbevölkerung"";73500"
"2013;"">> Bezirk Aarau"";""Nichtständige Wohnbevölkerung"";642"
"2013;"">> Bezirk Baden"";""Ständige Wohnbevölkerung"";136753"
"2013;"">> Bezirk Baden"";""Nichtständige Wohnbevölkerung"";995"
"2013;"">> Bezirk Bremgarten"";""Ständige Wohnbevölkerung"";72800"
"2013;"">> Bezirk Bremgarten"";""Nichtständige Wohnbevölkerung"";365"
"2013;"">> Bezirk Brugg"";""Ständige Wohnbevölkerung"";48279"
"2013;"">> Bezirk Brugg"";""Nichtständige Wohnbevölkerung"";377"
"2013;"">> Bezirk Kulm"";""Ständige Wohnbevölkerung"";38833"
"2013;"">> Bezirk Kulm"";""Nichtständige Wohnbevölkerung"";322"
"2013;"">> Bezirk Laufenburg"";""Ständige Wohnbevölkerung"";30515"
"2013;"">> Bezirk Laufenburg"";""Nichtständige Wohnbevölkerung"";198"
"2013;"">> Bezirk Lenzburg"";""Ständige Wohnbevölkerung"";56276"
"2013;"">> Bezirk Lenzburg"";""Nichtständige Wohnbevölkerung"";264"
"2013;"">> Bezirk Muri"";""Ständige Wohnbevölkerung"";33750"
"2013;"">> Bezirk Muri"";""Nichtständige Wohnbevölkerung"";243"
"2013;"">> Bezirk Rheinfelden"";""Ständige Wohnbevölkerung"";45747"
"2013;"">> Bezirk Rheinfelden"";""Nichtständige Wohnbevölkerung"";407"
"2013;"">> Bezirk Zofingen"";""Ständige Wohnbevölkerung"";67241"
"2013;"">> Bezirk Zofingen"";""Nichtständige Wohnbevölkerung"";449"
"2013;"">> Bezirk Zurzach"";""Ständige Wohnbevölkerung"";32668"
"2013;"">> Bezirk Zurzach"";""Nichtständige Wohnbevölkerung"";465"
"2013;"">> Bezirk Arbon"";""Ständige Wohnbevölkerung"";54011"
"2013;"">> Bezirk Arbon"";""Nichtständige Wohnbevölkerung"";454"
"2013;"">> Bezirk Frauenfeld"";""Ständige Wohnbevölkerung"";64084"
"2013;"">> Bezirk Frauenfeld"";""Nichtständige Wohnbevölkerung"";594"
"2013;"">> Bezirk Kreuzlingen"";""Ständige Wohnbevölkerung"";45175"
"2013;"">> Bezirk Kreuzlingen"";""Nichtständige Wohnbevölkerung"";674"
"2013;"">> Bezirk Münchwilen"";""Ständige Wohnbevölkerung"";44453"
"2013;"">> Bezirk Münchwilen"";""Nichtständige Wohnbevölkerung"";181"
"2013;"">> Bezirk Weinfelden"";""Ständige Wohnbevölkerung"";52555"
"2013;"">> Bezirk Weinfelden"";""Nichtständige Wohnbevölkerung"";474"
"2013;"">> Distretto di Bellinzona"";""Ständige Wohnbevölkerung"";50193"
"2013;"">> Distretto di Bellinzona"";""Nichtständige Wohnbevölkerung"";184"
"2013;"">> Distretto di Blenio"";""Ständige Wohnbevölkerung"";5659"
"2013;"">> Distretto di Blenio"";""Nichtständige Wohnbevölkerung"";40"
"2013;"">> Distretto di Leventina"";""Ständige Wohnbevölkerung"";9377"
"2013;"">> Distretto di Leventina"";""Nichtständige Wohnbevölkerung"";88"
"2013;"">> Distretto di Locarno"";""Ständige Wohnbevölkerung"";63235"
"2013;"">> Distretto di Locarno"";""Nichtständige Wohnbevölkerung"";357"
"2013;"">> Distretto di Lugano"";""Ständige Wohnbevölkerung"";148833"
"2013;"">> Distretto di Lugano"";""Nichtständige Wohnbevölkerung"";1202"
"2013;"">> Distretto di Mendrisio"";""Ständige Wohnbevölkerung"";50357"
"2013;"">> Distretto di Mendrisio"";""Nichtständige Wohnbevölkerung"";491"
"2013;"">> Distretto di Riviera"";""Ständige Wohnbevölkerung"";12918"
"2013;"">> Distretto di Riviera"";""Nichtständige Wohnbevölkerung"";51"
"2013;"">> Distretto di Vallemaggia"";""Ständige Wohnbevölkerung"";5967"
"2013;"">> Distretto di Vallemaggia"";""Nichtständige Wohnbevölkerung"";19"
"2013;"">> District d'Aigle"";""Ständige Wohnbevölkerung"";42750"
"2013;"">> District d'Aigle"";""Nichtständige Wohnbevölkerung"";953"
"2013;"">> District de la Broye-Vully"";""Ständige Wohnbevölkerung"";39868"
"2013;"">> District de la Broye-Vully"";""Nichtständige Wohnbevölkerung"";357"
"2013;"">> District du Gros-de-Vaud"";""Ständige Wohnbevölkerung"";40962"
"2013;"">> District du Gros-de-Vaud"";""Nichtständige Wohnbevölkerung"";169"
"2013;"">> District du Jura-Nord vaudois"";""Ständige Wohnbevölkerung"";86480"
"2013;"">> District du Jura-Nord vaudois"";""Nichtständige Wohnbevölkerung"";791"
"2013;"">> District de Lausanne"";""Ständige Wohnbevölkerung"";157119"
"2013;"">> District de Lausanne"";""Nichtständige Wohnbevölkerung"";2611"
"2013;"">> District de Lavaux-Oron"";""Ständige Wohnbevölkerung"";57852"
"2013;"">> District de Lavaux-Oron"";""Nichtständige Wohnbevölkerung"";421"
"2013;"">> District de Morges"";""Ständige Wohnbevölkerung"";77341"
"2013;"">> District de Morges"";""Nichtständige Wohnbevölkerung"";632"
"2013;"">> District de Nyon"";""Ständige Wohnbevölkerung"";93521"
"2013;"">> District de Nyon"";""Nichtständige Wohnbevölkerung"";748"
"2013;"">> District de l'Ouest lausannois"";""Ständige Wohnbevölkerung"";71086"
"2013;"">> District de l'Ouest lausannois"";""Nichtständige Wohnbevölkerung"";1213"
"2013;"">> District de la Riviera-Pays-d'Enhaut"";""Ständige Wohnbevölkerung"";82394"
"2013;"">> District de la Riviera-Pays-d'Enhaut"";""Nichtständige Wohnbevölkerung"";1346"
"2013;"">> Bezirk Brig"";""Ständige Wohnbevölkerung"";25929"
"2013;"">> Bezirk Brig"";""Nichtständige Wohnbevölkerung"";250"
"2013;"">> District de Conthey"";""Ständige Wohnbevölkerung"";26052"
"2013;"">> District de Conthey"";""Nichtständige Wohnbevölkerung"";621"
"2013;"">> District d'Entremont"";""Ständige Wohnbevölkerung"";14749"
"2013;"">> District d'Entremont"";""Nichtständige Wohnbevölkerung"";1227"
"2013;"">> Bezirk Goms"";""Ständige Wohnbevölkerung"";4569"
"2013;"">> Bezirk Goms"";""Nichtständige Wohnbevölkerung"";203"
"2013;"">> District d'Hérens"";""Ständige Wohnbevölkerung"";10772"
"2013;"">> District d'Hérens"";""Nichtständige Wohnbevölkerung"";230"
"2013;"">> Bezirk Leuk"";""Ständige Wohnbevölkerung"";12252"
"2013;"">> Bezirk Leuk"";""Nichtständige Wohnbevölkerung"";235"
"2013;"">> District de Martigny"";""Ständige Wohnbevölkerung"";44359"
"2013;"">> District de Martigny"";""Nichtständige Wohnbevölkerung"";670"
"2013;"">> District de Monthey"";""Ständige Wohnbevölkerung"";43333"
"2013;"">> District de Monthey"";""Nichtständige Wohnbevölkerung"";687"
"2013;"">> Bezirk Raron"";""Ständige Wohnbevölkerung"";10864"
"2013;"">> Bezirk Raron"";""Nichtständige Wohnbevölkerung"";322"
"2013;"">> District de Saint-Maurice"";""Ständige Wohnbevölkerung"";13193"
"2013;"">> District de Saint-Maurice"";""Nichtständige Wohnbevölkerung"";252"
"2013;"">> District de Sierre"";""Ständige Wohnbevölkerung"";47972"
"2013;"">> District de Sierre"";""Nichtständige Wohnbevölkerung"";1241"
"2013;"">> District de Sion"";""Ständige Wohnbevölkerung"";44723"
"2013;"">> District de Sion"";""Nichtständige Wohnbevölkerung"";441"
"2013;"">> Bezirk Visp"";""Ständige Wohnbevölkerung"";28244"
"2013;"">> Bezirk Visp"";""Nichtständige Wohnbevölkerung"";2301"
"2013;"">> District de Boudry"";""Ständige Wohnbevölkerung"";39653"
"2013;"">> District de Boudry"";""Nichtständige Wohnbevölkerung"";244"
"2013;"">> District de la Chaux-de-Fonds"";""Ständige Wohnbevölkerung"";39859"
"2013;"">> District de la Chaux-de-Fonds"";""Nichtständige Wohnbevölkerung"";308"
"2013;"">> District du Locle"";""Ständige Wohnbevölkerung"";14487"
"2013;"">> District du Locle"";""Nichtständige Wohnbevölkerung"";94"
"2013;"">> District de Neuchâtel"";""Ständige Wohnbevölkerung"";53682"
"2013;"">> District de Neuchâtel"";""Nichtständige Wohnbevölkerung"";562"
"2013;"">> District du Val-de-Ruz"";""Ständige Wohnbevölkerung"";16649"
"2013;"">> District du Val-de-Ruz"";""Nichtständige Wohnbevölkerung"";103"
"2013;"">> District du Val-de-Travers"";""Ständige Wohnbevölkerung"";12072"
"2013;"">> District du Val-de-Travers"";""Nichtständige Wohnbevölkerung"";120"
"2013;"">> Canton de Genève"";""Ständige Wohnbevölkerung"";469433"
"2013;"">> Canton de Genève"";""Nichtständige Wohnbevölkerung"";2903"
"2013;"">> District de Delémont"";""Ständige Wohnbevölkerung"";37196"
"2013;"">> District de Delémont"";""Nichtständige Wohnbevölkerung"";156"
"2013;"">> District des Franches-Montagnes"";""Ständige Wohnbevölkerung"";10141"
"2013;"">> District des Franches-Montagnes"";""Nichtständige Wohnbevölkerung"";85"
"2013;"">> District de Porrentruy"";""Ständige Wohnbevölkerung"";24401"
"2013;"">> District de Porrentruy"";""Nichtständige Wohnbevölkerung"";84"
