BFS_NR,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2003,31368,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2004,32095,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2005,32740,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2006,33270,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2007,33776,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2008,34246,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2009,34603,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2010,36053,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2011,36829,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2012,37248,Whg.,Anzahl Wohnungen
0,Bezirk Dielsdorf,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2013,38008,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1990,31296,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1991,31533,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1992,31748,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1993,32043,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1994,32288,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1995,32718,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1996,33031,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1997,33618,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1998,34045,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],1999,34251,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2000,35061,Whg.,Anzahl Wohnungen
0,Bezirk Dietikon,Bau und Immobilien,"Wohnungen, Wohnbautätigkeit",Wohnungsbestand,140,Wohnungsbestand [Whg.],2001,35300,Whg.,Anzahl Wohnungen
